TeilnehmerID,Gruppe,RaumlicheGruppe,Pressure,map,place,V,O,G,uncertainty,dec,conf,dec_rt,conf_rt,trial,correct,unc_c,pres_c
OZ_T14,1,2,Control,K10,Berguen,V3,O2,G1,OU,8,4,15,4,2,1,-0.5,-0.5
OZ_T14,1,2,Control,K12,Bivio,V4,O1,G1,OU,7,3,30,2,3,1,-0.5,-0.5
OZ_T14,1,2,Control,K14,Churwalden,V2,O1,G1,OU,7,4,26,3,4,1,-0.5,-0.5
OZ_T14,1,2,Control,K16,SanBernadino,V4,O2,G2,OU,8,2,34,2,5,1,-0.5,-0.5
OZ_T14,1,2,Control,K18,Serneus,V1,O2,G1,OU,8,4,16,3,6,1,-0.5,-0.5
OZ_T14,1,2,Control,K20,Tschiertschen,V3,O1,G2,OU,8,4,17,2,7,1,-0.5,-0.5
OZ_T14,1,2,Control,K22,Klosters,V2,O2,G2,OU,8,4,14,3,8,1,-0.5,-0.5
OZ_T14,1,2,Control,K24,Arosa,V1,O1,G1,MU,8,4,21,3,9,1,0.5,-0.5
OZ_T14,1,2,Control,K26,Berguen,V3,O2,G2,MU,7,4,18,4,10,1,0.5,-0.5
OZ_T14,1,2,Control,K28,Bivio,V3,O1,G1,MU,7,4,30,2,11,1,0.5,-0.5
OZ_T14,1,2,Control,K30,Churwalden,V2,O1,G2,MU,7,5,16,3,12,1,0.5,-0.5
OZ_T14,1,2,Control,K32,Kloster,V2,O2,G1,MU,8,4,19,3,13,1,0.5,-0.5
OZ_T14,1,2,Control,K34,SanBernadino,V4,O2,G1,MU,4,3,26,4,14,0,0.5,-0.5
OZ_T14,1,2,Control,K36,Serneus,V1,O2,G2,MU,8,3,22,3,15,1,0.5,-0.5
OZ_T14,1,2,Control,K38,Tschiertschen,V3,O1,G1,MU,7,4,15,3,16,1,0.5,-0.5
OZ_T16,1,2,Control,K8,Arosa,V1,O1,G2,OU,8,3,44,9,1,1,-0.5,-0.5
OZ_T16,1,2,Control,K10,Berguen,V3,O2,G1,OU,8,3,17,2,2,1,-0.5,-0.5
OZ_T16,1,2,Control,K12,Bivio,V4,O1,G1,OU,8,3,27,2,3,1,-0.5,-0.5
OZ_T16,1,2,Control,K14,Churwalden,V2,O1,G1,OU,7,3,16,3,4,1,-0.5,-0.5
OZ_T16,1,2,Control,K16,SanBernadino,V4,O2,G2,OU,4,3,16,2,5,0,-0.5,-0.5
OZ_T16,1,2,Control,K18,Serneus,V1,O2,G1,OU,8,3,14,3,6,1,-0.5,-0.5
OZ_T16,1,2,Control,K20,Tschiertschen,V3,O1,G2,OU,7,4,16,3,7,1,-0.5,-0.5
OZ_T16,1,2,Control,K22,Klosters,V2,O2,G2,OU,8,3,32,3,8,1,-0.5,-0.5
OZ_T16,1,2,Control,K24,Arosa,V1,O1,G1,MU,7,3,18,2,9,1,0.5,-0.5
OZ_T16,1,2,Control,K26,Berguen,V3,O2,G2,MU,8,3,18,3,10,1,0.5,-0.5
OZ_T16,1,2,Control,K28,Bivio,V3,O1,G1,MU,8,4,30,3,11,1,0.5,-0.5
OZ_T16,1,2,Control,K30,Churwalden,V2,O1,G2,MU,7,3,19,2,12,1,0.5,-0.5
OZ_T16,1,2,Control,K32,Kloster,V2,O2,G1,MU,7,2,49,2,13,1,0.5,-0.5
OZ_T16,1,2,Control,K34,SanBernadino,V4,O2,G1,MU,8,3,33,5,14,1,0.5,-0.5
OZ_T16,1,2,Control,K36,Serneus,V1,O2,G2,MU,8,3,28,2,15,1,0.5,-0.5
OZ_T16,1,2,Control,K38,Tschiertschen,V3,O1,G1,MU,8,4,20,3,16,1,0.5,-0.5
MZ_T03,2,1,Pressure,K8,Arosa,V1,O1,G2,OU,NA,NA,NA,15,1,NA,-0.5,0.5
MZ_T03,2,1,Pressure,K10,Berguen,V3,O2,G1,OU,8,2,17,4,2,1,-0.5,0.5
MZ_T03,2,1,Pressure,K12,Bivio,V4,O1,G1,OU,8,2,14,3,3,1,-0.5,0.5
MZ_T03,2,1,Pressure,K14,Churwalden,V2,O1,G1,OU,8,2,23,3,4,1,-0.5,0.5
MZ_T03,2,1,Pressure,K16,SanBernadino,V4,O2,G2,OU,8,2,21,3,5,1,-0.5,0.5
MZ_T03,2,1,Pressure,K18,Serneus,V1,O2,G1,OU,8,2,19,3,6,1,-0.5,0.5
MZ_T03,2,1,Pressure,K20,Tschiertschen,V3,O1,G2,OU,7,2,21,4,7,1,-0.5,0.5
MZ_T03,2,1,Pressure,K22,Klosters,V2,O2,G2,OU,8,2,21,8,8,1,-0.5,0.5
MZ_T03,2,1,Pressure,K24,Arosa,V1,O1,G1,MU,7,2,22,5,9,1,0.5,0.5
MZ_T03,2,1,Pressure,K26,Berguen,V3,O2,G2,MU,7,2,19,4,10,1,0.5,0.5
MZ_T03,2,1,Pressure,K28,Bivio,V3,O1,G1,MU,7,1,22,3,11,1,0.5,0.5
MZ_T03,2,1,Pressure,K30,Churwalden,V2,O1,G2,MU,7,2,16,5,12,1,0.5,0.5
MZ_T03,2,1,Pressure,K32,Kloster,V2,O2,G1,MU,8,1,22,4,13,1,0.5,0.5
MZ_T03,2,1,Pressure,K34,SanBernadino,V4,O2,G1,MU,8,2,20,5,14,1,0.5,0.5
MZ_T03,2,1,Pressure,K36,Serneus,V1,O2,G2,MU,7,1,21,5,15,1,0.5,0.5
MZ_T03,2,1,Pressure,K38,Tschiertschen,V3,O1,G1,MU,7,1,24,3,16,1,0.5,0.5
MZ_T04,2,1,Pressure,K8,Arosa,V1,O1,G2,OU,7,1,22,15,1,1,-0.5,0.5
MZ_T04,2,1,Pressure,K10,Berguen,V3,O2,G1,OU,8,4,20,4,2,1,-0.5,0.5
MZ_T04,2,1,Pressure,K12,Bivio,V4,O1,G1,OU,8,3,18,4,3,1,-0.5,0.5
MZ_T04,2,1,Pressure,K14,Churwalden,V2,O1,G1,OU,7,4,15,8,4,1,-0.5,0.5
MZ_T04,2,1,Pressure,K16,SanBernadino,V4,O2,G2,OU,8,4,21,5,5,1,-0.5,0.5
MZ_T04,2,1,Pressure,K18,Serneus,V1,O2,G1,OU,2,4,15,6,6,0,-0.5,0.5
MZ_T04,2,1,Pressure,K20,Tschiertschen,V3,O1,G2,OU,7,3,18,8,7,1,-0.5,0.5
MZ_T04,2,1,Pressure,K22,Klosters,V2,O2,G2,OU,8,3,16,3,8,1,-0.5,0.5
MZ_T04,2,1,Pressure,K24,Arosa,V1,O1,G1,MU,8,2,24,4,9,1,0.5,0.5
MZ_T04,2,1,Pressure,K26,Berguen,V3,O2,G2,MU,8,3,22,6,10,1,0.5,0.5
MZ_T04,2,1,Pressure,K28,Bivio,V3,O1,G1,MU,3,2,23,4,11,0,0.5,0.5
MZ_T04,2,1,Pressure,K30,Churwalden,V2,O1,G2,MU,8,3,13,3,12,1,0.5,0.5
MZ_T04,2,1,Pressure,K32,Kloster,V2,O2,G1,MU,8,4,12,4,13,1,0.5,0.5
MZ_T04,2,1,Pressure,K34,SanBernadino,V4,O2,G1,MU,4,3,19,4,14,0,0.5,0.5
MZ_T04,2,1,Pressure,K36,Serneus,V1,O2,G2,MU,2,3,17,4,15,0,0.5,0.5
MZ_T04,2,1,Pressure,K38,Tschiertschen,V3,O1,G1,MU,NA,NA,NA,8,16,NA,0.5,0.5
MZ_T06,2,1,Pressure,K8,Arosa,V1,O1,G2,OU,NA,NA,NA,11,1,NA,-0.5,0.5
MZ_T06,2,1,Pressure,K10,Berguen,V3,O2,G1,OU,8,3,23,6,2,1,-0.5,0.5
MZ_T06,2,1,Pressure,K12,Bivio,V4,O1,G1,OU,3,4,20,8,3,0,-0.5,0.5
MZ_T06,2,1,Pressure,K14,Churwalden,V2,O1,G1,OU,7,4,18,5,4,1,-0.5,0.5
MZ_T06,2,1,Pressure,K16,SanBernadino,V4,O2,G2,OU,8,3,21,9,5,1,-0.5,0.5
MZ_T06,2,1,Pressure,K18,Serneus,V1,O2,G1,OU,2,4,15,6,6,0,-0.5,0.5
MZ_T06,2,1,Pressure,K20,Tschiertschen,V3,O1,G2,OU,8,4,19,9,7,1,-0.5,0.5
MZ_T06,2,1,Pressure,K22,Klosters,V2,O2,G2,OU,8,4,16,4,8,1,-0.5,0.5
MZ_T06,2,1,Pressure,K24,Arosa,V1,O1,G1,MU,8,2,22,10,9,1,0.5,0.5
MZ_T06,2,1,Pressure,K26,Berguen,V3,O2,G2,MU,8,4,22,9,10,1,0.5,0.5
MZ_T06,2,1,Pressure,K28,Bivio,V3,O1,G1,MU,7,2,21,7,11,1,0.5,0.5
MZ_T06,2,1,Pressure,K30,Churwalden,V2,O1,G2,MU,8,3,24,7,12,1,0.5,0.5
MZ_T06,2,1,Pressure,K32,Kloster,V2,O2,G1,MU,8,4,17,6,13,1,0.5,0.5
MZ_T06,2,1,Pressure,K34,SanBernadino,V4,O2,G1,MU,8,4,20,4,14,1,0.5,0.5
MZ_T06,2,1,Pressure,K36,Serneus,V1,O2,G2,MU,NA,NA,NA,7,15,NA,0.5,0.5
MZ_T06,2,1,Pressure,K38,Tschiertschen,V3,O1,G1,MU,NA,NA,NA,4,16,NA,0.5,0.5
MZ_T10,2,1,Pressure,K8,Arosa,V1,O1,G2,OU,8,4,20,15,1,1,-0.5,0.5
MZ_T10,2,1,Pressure,K10,Berguen,V3,O2,G1,OU,8,4,19,3,2,1,-0.5,0.5
MZ_T10,2,1,Pressure,K12,Bivio,V4,O1,G1,OU,8,4,20,3,3,1,-0.5,0.5
MZ_T10,2,1,Pressure,K14,Churwalden,V2,O1,G1,OU,7,4,22,3,4,1,-0.5,0.5
MZ_T10,2,1,Pressure,K16,SanBernadino,V4,O2,G2,OU,8,4,11,3,5,1,-0.5,0.5
MZ_T10,2,1,Pressure,K18,Serneus,V1,O2,G1,OU,2,3,22,4,6,0,-0.5,0.5
MZ_T10,2,1,Pressure,K20,Tschiertschen,V3,O1,G2,OU,NA,NA,NA,4,7,NA,-0.5,0.5
MZ_T10,2,1,Pressure,K22,Klosters,V2,O2,G2,OU,7,4,16,2,8,1,-0.5,0.5
MZ_T10,2,1,Pressure,K24,Arosa,V1,O1,G1,MU,7,4,17,2,9,1,0.5,0.5
MZ_T10,2,1,Pressure,K26,Berguen,V3,O2,G2,MU,8,4,19,8,10,1,0.5,0.5
MZ_T10,2,1,Pressure,K28,Bivio,V3,O1,G1,MU,7,4,22,5,11,1,0.5,0.5
MZ_T10,2,1,Pressure,K30,Churwalden,V2,O1,G2,MU,7,4,14,3,12,1,0.5,0.5
MZ_T10,2,1,Pressure,K32,Kloster,V2,O2,G1,MU,8,4,23,5,13,1,0.5,0.5
MZ_T10,2,1,Pressure,K34,SanBernadino,V4,O2,G1,MU,4,4,9,3,14,0,0.5,0.5
MZ_T10,2,1,Pressure,K36,Serneus,V1,O2,G2,MU,6,4,13,3,15,0,0.5,0.5
MZ_T10,2,1,Pressure,K38,Tschiertschen,V3,O1,G1,MU,8,5,21,3,16,1,0.5,0.5
MZ_T12,2,1,Pressure,K8,Arosa,V1,O1,G2,OU,7,2,23,21,1,1,-0.5,0.5
MZ_T12,2,1,Pressure,K10,Berguen,V3,O2,G1,OU,7,2,21,4,2,1,-0.5,0.5
MZ_T12,2,1,Pressure,K12,Bivio,V4,O1,G1,OU,8,2,14,5,3,1,-0.5,0.5
MZ_T12,2,1,Pressure,K14,Churwalden,V2,O1,G1,OU,8,3,12,3,4,1,-0.5,0.5
MZ_T12,2,1,Pressure,K16,SanBernadino,V4,O2,G2,OU,NA,NA,NA,7,5,NA,-0.5,0.5
MZ_T12,2,1,Pressure,K18,Serneus,V1,O2,G1,OU,NA,NA,NA,30,6,NA,-0.5,0.5
MZ_T12,2,1,Pressure,K20,Tschiertschen,V3,O1,G2,OU,7,2,19,4,7,1,-0.5,0.5
MZ_T12,2,1,Pressure,K22,Klosters,V2,O2,G2,OU,7,2,22,4,8,1,-0.5,0.5
MZ_T12,2,1,Pressure,K24,Arosa,V1,O1,G1,MU,7,2,16,5,9,1,0.5,0.5
MZ_T12,2,1,Pressure,K26,Berguen,V3,O2,G2,MU,7,3,11,5,10,1,0.5,0.5
MZ_T12,2,1,Pressure,K28,Bivio,V3,O1,G1,MU,8,2,23,6,11,1,0.5,0.5
MZ_T12,2,1,Pressure,K30,Churwalden,V2,O1,G2,MU,8,3,20,5,12,1,0.5,0.5
MZ_T12,2,1,Pressure,K32,Kloster,V2,O2,G1,MU,NA,NA,NA,3,13,NA,0.5,0.5
MZ_T12,2,1,Pressure,K34,SanBernadino,V4,O2,G1,MU,8,2,20,5,14,1,0.5,0.5
MZ_T12,2,1,Pressure,K36,Serneus,V1,O2,G2,MU,8,2,24,5,15,1,0.5,0.5
MZ_T12,2,1,Pressure,K38,Tschiertschen,V3,O1,G1,MU,NA,NA,NA,6,16,NA,0.5,0.5
MZ_T14,2,1,Pressure,K8,Arosa,V1,O1,G2,OU,NA,NA,NA,12,1,NA,-0.5,0.5
MZ_T14,2,1,Pressure,K10,Berguen,V3,O2,G1,OU,8,3,11,2,2,1,-0.5,0.5
MZ_T14,2,1,Pressure,K12,Bivio,V4,O1,G1,OU,8,3,13,3,3,1,-0.5,0.5
MZ_T14,2,1,Pressure,K14,Churwalden,V2,O1,G1,OU,NA,NA,NA,3,4,NA,-0.5,0.5
MZ_T14,2,1,Pressure,K16,SanBernadino,V4,O2,G2,OU,8,3,17,4,5,1,-0.5,0.5
MZ_T14,2,1,Pressure,K18,Serneus,V1,O2,G1,OU,8,2,20,3,6,1,-0.5,0.5
MZ_T14,2,1,Pressure,K20,Tschiertschen,V3,O1,G2,OU,7,2,15,3,7,1,-0.5,0.5
MZ_T14,2,1,Pressure,K22,Klosters,V2,O2,G2,OU,NA,NA,NA,3,8,NA,-0.5,0.5
MZ_T14,2,1,Pressure,K24,Arosa,V1,O1,G1,MU,7,3,23,3,9,1,0.5,0.5
MZ_T14,2,1,Pressure,K26,Berguen,V3,O2,G2,MU,8,1,21,5,10,1,0.5,0.5
MZ_T14,2,1,Pressure,K28,Bivio,V3,O1,G1,MU,3,3,15,3,11,0,0.5,0.5
MZ_T14,2,1,Pressure,K30,Churwalden,V2,O1,G2,MU,7,3,18,4,12,1,0.5,0.5
MZ_T14,2,1,Pressure,K32,Kloster,V2,O2,G1,MU,7,2,18,2,13,1,0.5,0.5
MZ_T14,2,1,Pressure,K34,SanBernadino,V4,O2,G1,MU,7,3,16,3,14,1,0.5,0.5
MZ_T14,2,1,Pressure,K36,Serneus,V1,O2,G2,MU,NA,NA,NA,23,15,NA,0.5,0.5
MZ_T14,2,1,Pressure,K38,Tschiertschen,V3,O1,G1,MU,7,1,21,3,16,1,0.5,0.5
MZ_T16,2,1,Pressure,K8,Arosa,V1,O1,G2,OU,2,4,19,11,1,0,-0.5,0.5
MZ_T16,2,1,Pressure,K10,Berguen,V3,O2,G1,OU,8,3,12,4,2,1,-0.5,0.5
MZ_T16,2,1,Pressure,K12,Bivio,V4,O1,G1,OU,8,4,8,3,3,1,-0.5,0.5
MZ_T16,2,1,Pressure,K14,Churwalden,V2,O1,G1,OU,8,4,14,5,4,1,-0.5,0.5
MZ_T16,2,1,Pressure,K16,SanBernadino,V4,O2,G2,OU,8,2,13,4,5,1,-0.5,0.5
MZ_T16,2,1,Pressure,K18,Serneus,V1,O2,G1,OU,2,3,18,3,6,0,-0.5,0.5
MZ_T16,2,1,Pressure,K20,Tschiertschen,V3,O1,G2,OU,7,3,24,3,7,1,-0.5,0.5
MZ_T16,2,1,Pressure,K22,Klosters,V2,O2,G2,OU,6,3,7,3,8,0,-0.5,0.5
MZ_T16,2,1,Pressure,K24,Arosa,V1,O1,G1,MU,NA,NA,NA,6,9,NA,0.5,0.5
MZ_T16,2,1,Pressure,K26,Berguen,V3,O2,G2,MU,8,4,16,4,10,1,0.5,0.5
MZ_T16,2,1,Pressure,K28,Bivio,V3,O1,G1,MU,8,3,20,3,11,1,0.5,0.5
MZ_T16,2,1,Pressure,K30,Churwalden,V2,O1,G2,MU,8,4,9,3,12,1,0.5,0.5
MZ_T16,2,1,Pressure,K32,Kloster,V2,O2,G1,MU,6,4,10,4,13,0,0.5,0.5
MZ_T16,2,1,Pressure,K34,SanBernadino,V4,O2,G1,MU,1,2,5,3,14,0,0.5,0.5
MZ_T16,2,1,Pressure,K36,Serneus,V1,O2,G2,MU,8,2,19,4,15,1,0.5,0.5
MZ_T16,2,1,Pressure,K38,Tschiertschen,V3,O1,G1,MU,1,4,24,3,16,0,0.5,0.5
MZ_T17,2,1,Pressure,K8,Arosa,V1,O1,G2,OU,7,4,22,16,1,1,-0.5,0.5
MZ_T17,2,1,Pressure,K10,Berguen,V3,O2,G1,OU,8,3,19,4,2,1,-0.5,0.5
MZ_T17,2,1,Pressure,K12,Bivio,V4,O1,G1,OU,8,4,19,3,3,1,-0.5,0.5
MZ_T17,2,1,Pressure,K14,Churwalden,V2,O1,G1,OU,8,3,23,4,4,1,-0.5,0.5
MZ_T17,2,1,Pressure,K16,SanBernadino,V4,O2,G2,OU,8,3,24,5,5,1,-0.5,0.5
MZ_T17,2,1,Pressure,K18,Serneus,V1,O2,G1,OU,8,4,19,6,6,1,-0.5,0.5
MZ_T17,2,1,Pressure,K20,Tschiertschen,V3,O1,G2,OU,8,4,23,3,7,1,-0.5,0.5
MZ_T17,2,1,Pressure,K22,Klosters,V2,O2,G2,OU,7,3,24,3,8,1,-0.5,0.5
MZ_T17,2,1,Pressure,K24,Arosa,V1,O1,G1,MU,8,2,25,3,9,1,0.5,0.5
MZ_T17,2,1,Pressure,K26,Berguen,V3,O2,G2,MU,NA,NA,NA,3,10,NA,0.5,0.5
MZ_T17,2,1,Pressure,K28,Bivio,V3,O1,G1,MU,3,2,22,3,11,0,0.5,0.5
MZ_T17,2,1,Pressure,K30,Churwalden,V2,O1,G2,MU,7,3,24,3,12,1,0.5,0.5
MZ_T17,2,1,Pressure,K32,Kloster,V2,O2,G1,MU,8,2,25,4,13,1,0.5,0.5
MZ_T17,2,1,Pressure,K34,SanBernadino,V4,O2,G1,MU,NA,NA,NA,8,14,NA,0.5,0.5
MZ_T17,2,1,Pressure,K36,Serneus,V1,O2,G2,MU,7,1,23,4,15,1,0.5,0.5
MZ_T17,2,1,Pressure,K38,Tschiertschen,V3,O1,G1,MU,7,3,23,5,16,1,0.5,0.5
MZ_T01,2,2,Pressure,K8,Arosa,V1,O1,G2,OU,8,3,24,6,1,1,-0.5,0.5
MZ_T01,2,2,Pressure,K10,Berguen,V3,O2,G1,OU,8,4,11,4,2,1,-0.5,0.5
MZ_T01,2,2,Pressure,K12,Bivio,V4,O1,G1,OU,8,3,14,3,3,1,-0.5,0.5
MZ_T01,2,2,Pressure,K14,Churwalden,V2,O1,G1,OU,NA,NA,NA,4,4,NA,-0.5,0.5
MZ_T01,2,2,Pressure,K16,SanBernadino,V4,O2,G2,OU,8,3,18,5,5,1,-0.5,0.5
MZ_T01,2,2,Pressure,K18,Serneus,V1,O2,G1,OU,8,1,18,2,6,1,-0.5,0.5
MZ_T01,2,2,Pressure,K20,Tschiertschen,V3,O1,G2,OU,7,4,14,4,7,1,-0.5,0.5
MZ_T01,2,2,Pressure,K22,Klosters,V2,O2,G2,OU,8,4,14,4,8,1,-0.5,0.5
MZ_T01,2,2,Pressure,K24,Arosa,V1,O1,G1,MU,7,4,13,5,9,1,0.5,0.5
MZ_T01,2,2,Pressure,K26,Berguen,V3,O2,G2,MU,7,2,15,6,10,1,0.5,0.5
MZ_T01,2,2,Pressure,K28,Bivio,V3,O1,G1,MU,7,1,21,4,11,1,0.5,0.5
MZ_T01,2,2,Pressure,K30,Churwalden,V2,O1,G2,MU,7,4,12,3,12,1,0.5,0.5
MZ_T01,2,2,Pressure,K32,Kloster,V2,O2,G1,MU,7,2,21,3,13,1,0.5,0.5
MZ_T01,2,2,Pressure,K34,SanBernadino,V4,O2,G1,MU,8,3,21,5,14,1,0.5,0.5
MZ_T01,2,2,Pressure,K36,Serneus,V1,O2,G2,MU,7,2,14,5,15,1,0.5,0.5
MZ_T01,2,2,Pressure,K38,Tschiertschen,V3,O1,G1,MU,7,2,16,4,16,1,0.5,0.5
MZ_T02,2,2,Pressure,K8,Arosa,V1,O1,G2,OU,8,4,22,11,1,1,-0.5,0.5
MZ_T02,2,2,Pressure,K10,Berguen,V3,O2,G1,OU,8,4,8,4,2,1,-0.5,0.5
MZ_T02,2,2,Pressure,K12,Bivio,V4,O1,G1,OU,8,4,22,7,3,1,-0.5,0.5
MZ_T02,2,2,Pressure,K14,Churwalden,V2,O1,G1,OU,7,4,8,4,4,1,-0.5,0.5
MZ_T02,2,2,Pressure,K16,SanBernadino,V4,O2,G2,OU,8,3,16,7,5,1,-0.5,0.5
MZ_T02,2,2,Pressure,K18,Serneus,V1,O2,G1,OU,2,2,18,3,6,0,-0.5,0.5
MZ_T02,2,2,Pressure,K20,Tschiertschen,V3,O1,G2,OU,8,2,24,9,7,1,-0.5,0.5
MZ_T02,2,2,Pressure,K22,Klosters,V2,O2,G2,OU,8,4,9,3,8,1,-0.5,0.5
MZ_T02,2,2,Pressure,K24,Arosa,V1,O1,G1,MU,7,4,15,3,9,1,0.5,0.5
MZ_T02,2,2,Pressure,K26,Berguen,V3,O2,G2,MU,7,5,2,4,10,1,0.5,0.5
MZ_T02,2,2,Pressure,K28,Bivio,V3,O1,G1,MU,7,2,19,11,11,1,0.5,0.5
MZ_T02,2,2,Pressure,K30,Churwalden,V2,O1,G2,MU,6,5,15,6,12,0,0.5,0.5
MZ_T02,2,2,Pressure,K32,Kloster,V2,O2,G1,MU,NA,NA,NA,4,13,NA,0.5,0.5
MZ_T02,2,2,Pressure,K34,SanBernadino,V4,O2,G1,MU,8,2,19,3,14,1,0.5,0.5
MZ_T02,2,2,Pressure,K36,Serneus,V1,O2,G2,MU,8,3,16,7,15,1,0.5,0.5
MZ_T02,2,2,Pressure,K38,Tschiertschen,V3,O1,G1,MU,7,4,13,6,16,1,0.5,0.5
MZ_T05,2,2,Pressure,K8,Arosa,V1,O1,G2,OU,NA,NA,NA,25,1,NA,-0.5,0.5
MZ_T05,2,2,Pressure,K10,Berguen,V3,O2,G1,OU,8,4,16,11,2,1,-0.5,0.5
MZ_T05,2,2,Pressure,K12,Bivio,V4,O1,G1,OU,8,3,24,6,3,1,-0.5,0.5
MZ_T05,2,2,Pressure,K14,Churwalden,V2,O1,G1,OU,8,2,17,4,4,1,-0.5,0.5
MZ_T05,2,2,Pressure,K16,SanBernadino,V4,O2,G2,OU,8,3,18,7,5,1,-0.5,0.5
MZ_T05,2,2,Pressure,K18,Serneus,V1,O2,G1,OU,8,3,19,3,6,1,-0.5,0.5
MZ_T05,2,2,Pressure,K20,Tschiertschen,V3,O1,G2,OU,7,3,23,4,7,1,-0.5,0.5
MZ_T05,2,2,Pressure,K22,Klosters,V2,O2,G2,OU,7,3,18,3,8,1,-0.5,0.5
MZ_T05,2,2,Pressure,K24,Arosa,V1,O1,G1,MU,7,2,11,5,9,1,0.5,0.5
MZ_T05,2,2,Pressure,K26,Berguen,V3,O2,G2,MU,7,3,15,4,10,1,0.5,0.5
MZ_T05,2,2,Pressure,K28,Bivio,V3,O1,G1,MU,NA,NA,NA,3,11,NA,0.5,0.5
MZ_T05,2,2,Pressure,K30,Churwalden,V2,O1,G2,MU,7,3,21,6,12,1,0.5,0.5
MZ_T05,2,2,Pressure,K32,Kloster,V2,O2,G1,MU,7,2,25,5,13,1,0.5,0.5
MZ_T05,2,2,Pressure,K34,SanBernadino,V4,O2,G1,MU,8,3,17,3,14,1,0.5,0.5
MZ_T05,2,2,Pressure,K36,Serneus,V1,O2,G2,MU,7,3,15,4,15,1,0.5,0.5
MZ_T05,2,2,Pressure,K38,Tschiertschen,V3,O1,G1,MU,7,2,21,3,16,1,0.5,0.5
MZ_T07,2,2,Pressure,K8,Arosa,V1,O1,G2,OU,NA,NA,NA,14,1,NA,-0.5,0.5
MZ_T07,2,2,Pressure,K10,Berguen,V3,O2,G1,OU,7,4,10,5,2,1,-0.5,0.5
MZ_T07,2,2,Pressure,K12,Bivio,V4,O1,G1,OU,7,3,22,4,3,1,-0.5,0.5
MZ_T07,2,2,Pressure,K14,Churwalden,V2,O1,G1,OU,7,4,8,3,4,1,-0.5,0.5
MZ_T07,2,2,Pressure,K16,SanBernadino,V4,O2,G2,OU,8,3,25,3,5,1,-0.5,0.5
MZ_T07,2,2,Pressure,K18,Serneus,V1,O2,G1,OU,2,5,15,5,6,0,-0.5,0.5
MZ_T07,2,2,Pressure,K20,Tschiertschen,V3,O1,G2,OU,8,4,24,3,7,1,-0.5,0.5
MZ_T07,2,2,Pressure,K22,Klosters,V2,O2,G2,OU,8,5,16,2,8,1,-0.5,0.5
MZ_T07,2,2,Pressure,K24,Arosa,V1,O1,G1,MU,8,5,13,3,9,1,0.5,0.5
MZ_T07,2,2,Pressure,K26,Berguen,V3,O2,G2,MU,7,5,13,4,10,1,0.5,0.5
MZ_T07,2,2,Pressure,K28,Bivio,V3,O1,G1,MU,3,2,11,17,11,0,0.5,0.5
MZ_T07,2,2,Pressure,K30,Churwalden,V2,O1,G2,MU,7,5,11,4,12,1,0.5,0.5
MZ_T07,2,2,Pressure,K32,Kloster,V2,O2,G1,MU,8,3,24,6,13,1,0.5,0.5
MZ_T07,2,2,Pressure,K34,SanBernadino,V4,O2,G1,MU,4,4,17,5,14,0,0.5,0.5
MZ_T07,2,2,Pressure,K36,Serneus,V1,O2,G2,MU,5,4,16,3,15,0,0.5,0.5
MZ_T07,2,2,Pressure,K38,Tschiertschen,V3,O1,G1,MU,7,5,15,3,16,1,0.5,0.5
MZ_T08,2,2,Pressure,K8,Arosa,V1,O1,G2,OU,7,5,16,10,1,1,-0.5,0.5
MZ_T08,2,2,Pressure,K10,Berguen,V3,O2,G1,OU,8,5,14,3,2,1,-0.5,0.5
MZ_T08,2,2,Pressure,K12,Bivio,V4,O1,G1,OU,3,5,17,3,3,0,-0.5,0.5
MZ_T08,2,2,Pressure,K14,Churwalden,V2,O1,G1,OU,8,5,12,3,4,1,-0.5,0.5
MZ_T08,2,2,Pressure,K16,SanBernadino,V4,O2,G2,OU,8,5,12,5,5,1,-0.5,0.5
MZ_T08,2,2,Pressure,K18,Serneus,V1,O2,G1,OU,8,5,12,5,6,1,-0.5,0.5
MZ_T08,2,2,Pressure,K20,Tschiertschen,V3,O1,G2,OU,8,5,10,2,7,1,-0.5,0.5
MZ_T08,2,2,Pressure,K22,Klosters,V2,O2,G2,OU,NA,NA,NA,3,8,NA,-0.5,0.5
MZ_T08,2,2,Pressure,K24,Arosa,V1,O1,G1,MU,7,4,14,3,9,1,0.5,0.5
MZ_T08,2,2,Pressure,K26,Berguen,V3,O2,G2,MU,7,5,8,3,10,1,0.5,0.5
MZ_T08,2,2,Pressure,K28,Bivio,V3,O1,G1,MU,7,5,13,4,11,1,0.5,0.5
MZ_T08,2,2,Pressure,K30,Churwalden,V2,O1,G2,MU,7,5,9,2,12,1,0.5,0.5
MZ_T08,2,2,Pressure,K32,Kloster,V2,O2,G1,MU,7,5,19,3,13,1,0.5,0.5
MZ_T08,2,2,Pressure,K34,SanBernadino,V4,O2,G1,MU,8,5,17,2,14,1,0.5,0.5
MZ_T08,2,2,Pressure,K36,Serneus,V1,O2,G2,MU,7,5,11,3,15,1,0.5,0.5
MZ_T08,2,2,Pressure,K38,Tschiertschen,V3,O1,G1,MU,7,5,17,4,16,1,0.5,0.5
MZ_T09,2,2,Pressure,K8,Arosa,V1,O1,G2,OU,NA,NA,NA,13,1,NA,-0.5,0.5
MZ_T09,2,2,Pressure,K10,Berguen,V3,O2,G1,OU,8,3,17,7,2,1,-0.5,0.5
MZ_T09,2,2,Pressure,K12,Bivio,V4,O1,G1,OU,3,4,12,6,3,0,-0.5,0.5
